表面,裏面,Word,Audio,Image
rational<br>[sound:ukrasp_022.mp3],"論理的な, 合理的な<br><img src=""rational.jpg""><br><i>based on facts and not affected by someone’s emotions or imagination</i><br>a rational decision",rational,ukrasp_022.mp3,rational.jpg
raw material<br>[sound:ukmatch006.mp3],"原料, 素材<br><img src=""paste-e834ba4507112f014b82f177d0d618c8fbf7f3b9.jpg""><br><i>a basic material that is used to make a product</i><br>The price of paper is rising because of a shortage of raw materials.",raw material,ukmatch006.mp3,paste-e834ba4507112f014b82f177d0d618c8fbf7f3b9.jpg
reach<br>[sound:ukrayon014.mp3],"～に着く, 到着する<br><img src=""reach.jpg""><br><i>to arrive somewhere</i><br>We won’t reach Miami till five or six o’clock.",reach,ukrayon014.mp3,reach.jpg
realize<br>[sound:ukreadi021.mp3],"～に気づく, ～を悟る<br><img src=""realize.jpg""><br><i>to notice or understand something that you did not notice or understand before</i><br>I suddenly realized I'd met him before.",realize,ukreadi021.mp3,realize.jpg
rearrange<br>[sound:ukreapp007.mp3],"～の配置（順番）を変える<br><img src=""rearrange.jpg""><br><i>to change the order or position of things</i><br>I've rearranged the furniture in my office.",rearrange,ukreapp007.mp3,rearrange.jpg
reasonable<br>[sound:ukreapp010.mp3],"（量や規模が）ちょうどよい<br><img src=""reasonable.jpg""><br><i>big enough or large enough in number, although not very big or not many</i><br>There were a reasonable number of people there.",reasonable,ukreapp010.mp3,reasonable.jpg
reasonably<br>[sound:ukreapp012.mp3],"理性的に, 公正に<br><img src=""reasonably.jpg""><br><i>in a fair way, showing good judgment</i><br>Why can't we discuss this reasonably, like adults?",reasonably,ukreapp012.mp3,reasonably.jpg
receipt<br>[sound:ukrebui017.mp3],"領収書, レシート<br><img src=""receipt.jpg""><br><i>a piece of paper that proves that you have received goods or money</i><br>Could I have a receipt?",receipt,ukrebui017.mp3,receipt.jpg
receive<br>[sound:ukrebui019.mp3],"～を受け取る<br><img src=""receive.jpg""><br><i>to get something that someone has given or sent to you</i><br>Occasionally he receives letters from fans.",receive,ukrebui019.mp3,receive.jpg
recent<br>[sound:ukrebui023.mp3],"最近の, 近頃の<br><img src=""recent.jpg""><br><i>happening or starting from a short time ago</i><br>a recent photo",recent,ukrebui023.mp3,recent.jpg
reception<br>[sound:ukrebui026.mp3],"（会社などの）受付, （ホテルの）フロント<br><img src=""reception.jpg""><br><i>the place in a hotel or office building where people go when they arrive</i><br>Ask for me at reception.",reception,ukrebui026.mp3,reception.jpg
receptive<br>[sound:ukrebui028.mp3],"〈人・精神など〉受容性のある，感受性の強い.<br><img src=""receptive.jpg""><br><i>willing to listen to and accept new ideas and suggestions:</i><br>The government is not receptive to the idea of a Freedom of Information Act.",receptive,ukrebui028.mp3,receptive.jpg
recipe<br>[sound:ukrecep011.mp3],"レシピ, （料理の）作り方<br><img src=""recipe.jpg""><br><i>a list of foods and a set of instructions telling you how to cook something</i><br>a recipe for carrot cake",recipe,ukrecep011.mp3,recipe.jpg
recognize<br>[sound:ukrecli007.mp3],"～に見覚えがある<br><img src=""paste-863b6ca8d3cb689d13d8d62dd890045de73b6d37.png""><br><i>to know someone or something because you have seen them before</i><br>I recognized her from her picture.",recognize,ukrecli007.mp3,paste-863b6ca8d3cb689d13d8d62dd890045de73b6d37.png
recommend<br>[sound:ukrecli013.mp3],"～を薦める, 推薦する<br><img src=""recommend.jpg""><br><i>to say that someone or something is good or suitable for a particular purpose</i><br>Can you recommend a good wine to go with this dish?",recommend,ukrecli013.mp3,recommend.jpg
recommendation<br>[sound:ukrecli014.mp3],"推薦, 提案<br><img src=""recommendation.jpg""><br><i>a suggestion or advice that someone or something is good, right, or suitable for a particular purpose</i><br>I bought this book on Andy’s recommendation.",recommendation,ukrecli014.mp3,recommendation.jpg
recruit<br>[sound:ukrecor017.mp3],"～を募集する, 勧誘する<br><img src=""recruit.jpg""><br><i>to try to persuade someone to join an organization</i><br>Charities such as Oxfam are always trying to recruit volunteers to help in their work.",recruit,ukrecor017.mp3,recruit.jpg
recruitment<br>[sound:ukrecor018.mp3],"募集, 勧誘<br><img src=""paste-31d2f091c566d4ac44a0584d0693a3b6c243154f.png""><br><i>the act of persuading someone to join an organization</i><br>graduate recruitment",recruitment,ukrecor018.mp3,paste-31d2f091c566d4ac44a0584d0693a3b6c243154f.png
reduce<br>[sound:ukredou006.mp3],"～を減らす, （価格）を下げる<br><img src=""reduce.jpg""><br><i>to make something less</i><br>Prices have been reduced by almost 50 percent.",reduce,ukredou006.mp3,reduce.jpg
reduction<br>[sound:ukredou007.mp3],"減少, 縮小<br><img src=""reduction.jpg""><br><i>the act of making something less or smaller</i><br>price reductions",reduction,ukredou007.mp3,reduction.jpg
redundant<br>[sound:ukredou009.mp3],"解雇される<br><img src=""redundant.jpg""><br><i>to lose your job because your employer has told you there is not enough work</i><br>Eight thousand people have been made redundant this year.",redundant,ukredou009.mp3,redundant.jpg
refrigerator<br>[sound:ukrefre005.mp3],"冷蔵庫<br><img src=""refrigerator.jpg""><br><i>a large container that uses electricity to keep food cold</i><br>The salad was in the refrigerator and coffee was ready on the stove.",refrigerator,ukrefre005.mp3,refrigerator.jpg
refund<br>[sound:ukrefre008.mp3],"返金, 払い戻し<br><img src=""refund.jpg""><br><i>an amount of money that is given back to you, especially because you are not happy with something you have bought</i><br>The holiday company gave us a full refund.",refund,ukrefre008.mp3,refund.jpg
refundable<br>[sound:ukrefre009.mp3],"弁済可能な、返金保証な<br><img src=""refundable.jpg""><br><i>Able to be refunded or swapped in case of customer dissatisfaction, loss, breakage etc.</i><br>The ticket was not refundable, so that little slip just cost me $100.",refundable,ukrefre009.mp3,refundable.jpg
refusal<br>[sound:ukrefre013.mp3],"拒否, 拒絶, 却下<br><img src=""refusal.jpg""><br><i>an act of saying you will not do or accept something</i><br>I was surprised by his refusal to admit his mistake.",refusal,ukrefre013.mp3,refusal.jpg
refuse<br>[sound:ukrefre015.mp3],"（～を）拒否する, 断る, 拒絶する<br><img src=""refuse.jpg""><br><i>to say that you will not do or accept something</i><br>I asked him to leave but he refused.",refuse,ukrefre015.mp3,refuse.jpg
regarding<br>[sound:ukrefre025.mp3],"～について, ～に関して<br><img src=""regarding.jpg""><br><i>about or relating to</i><br>I am writing to you regarding your application dated 29 April.",regarding,ukrefre025.mp3,regarding.jpg
regardless<br>[sound:ukrefre026.mp3],"～にかまわず, ～にかかわらず<br><img src=""paste-6f8f8cf460b1a6c9251e203a1e4faac71c36d353.png""><br><i>despite something</i><br>She'll make a decision regardless of what we think.",regardless,ukrefre026.mp3,paste-6f8f8cf460b1a6c9251e203a1e4faac71c36d353.png
regional<br>[sound:ukregen015.mp3],"地域の, 地方の<br><img src=""regional.jpg""><br><i>relating to a particulararea in a country or the world</i><br>regional foods",regional,ukregen015.mp3,regional.jpg
register<br>[sound:ukregen017.mp3],"名簿<br><img src=""register.jpg""><br><i>an official list of names</i><br>the class register",register,ukregen017.mp3,register.jpg
registration<br>[sound:ukregen020.mp3],"登録, 出席確認<br><img src=""registration.jpg""><br><i>the act of recording a name or information on an official list</i><br>Registration for courses is next Monday.",registration,ukregen020.mp3,registration.jpg
regret<br>[sound:ukregen025.mp3],"～を後悔する, 悔やむ<br><img src=""regret.jpg""><br><i>to feel sorry about a situation, especially something that you wish you had not done</i><br>If you don’t tell her the truth you'll regret it later.",regret,ukregen025.mp3,regret.jpg
regular<br>[sound:ukregen030.mp3],"習慣的な, 常連の<br><img src=""paste-e1784f32b5a5c2060500473414b96630040c513d.png""><br><i>happening or doing something often, especially at the same time every week, year, etc.</i><br>a regular visitor to Brussels",regular,ukregen030.mp3,paste-e1784f32b5a5c2060500473414b96630040c513d.png
regularly<br>[sound:ukregul004.mp3],"頻繁に, たびたび<br><img src=""regularly.jpg""><br><i>often</i><br>Accidents occur regularly on this stretch of the road.",regularly,ukregul004.mp3,regularly.jpg
regulate<br>[sound:ukregul005.mp3],"～を規制する, 管理する<br><img src=""regulate.jpg""><br><i>to control the speed, temperature, etc. of something</i><br>Babies find it difficult to regulate their body temperature.",regulate,ukregul005.mp3,regulate.jpg
rehearse<br>[sound:ukregul014.mp3],"～を練習する, 稽古する<br><img src=""rehearse.jpg""><br><i>to practise a play, dance, etc. in order to prepare for a performance</i><br>The musicians rehearsed (the symphony) for the concert.",rehearse,ukregul014.mp3,rehearse.jpg
reject<br>[sound:ukrejec002.mp3],"～を拒否する, 却下する<br><img src=""reject.jpg""><br><i>to refuse to accept or agree with something</i><br>The US government rejected the proposal.",reject,ukrejec002.mp3,reject.jpg
relax<br>[sound:ukrejec022.mp3],"くつろぐ, リラックスする<br><img src=""relax.jpg""><br><i>to become happy and comfortable because nothing is worrying you, or to make someone do this</i><br>I find it difficult to relax.",relax,ukrejec022.mp3,relax.jpg
relaxation<br>[sound:ukrejec023.mp3],"くつろぎ, リラクゼーション<br><img src=""relaxation.jpg""><br><i>the feeling of being relaxed</i><br>He listens to music for relaxation.",relaxation,ukrejec023.mp3,relaxation.jpg
release<br>[sound:ukrejec028.mp3],"～を釈放する, （人質など）を解放する<br><img src=""release.jpg""><br><i>to allow a prisoner to be free</i><br>Six hostages were released shortly before noon.",release,ukrejec028.mp3,release.jpg
relevant<br>[sound:ukrelen006.mp3],"関連した, 関係のある<br><img src=""relevant.jpg""><br><i>related to or useful for what is happening or being talked about</i><br>The website has all the relevant information.",relevant,ukrelen006.mp3,relevant.jpg
remain<br>[sound:ukrelen027.mp3],"（ある状態の）ままである, （ある状態を）保つ<br><img src=""remain.jpg""><br><i>to continue to be in the same state</i><br>Despite the chaos around him, he remained calm.",remain,ukrelen027.mp3,remain.jpg
remarkable<br>[sound:ukremak005.mp3],"卓越した, すばらしい<br><img src=""paste-99b696adc043c0b522ccf4d4a3d1b59addb1c9fb.png""><br><i>very unusual in a way that you admire</i><br>He has a remarkable memory.",remarkable,ukremak005.mp3,paste-99b696adc043c0b522ccf4d4a3d1b59addb1c9fb.png
remind<br>[sound:ukremak010.mp3],"（人）に思い出させる<br><img src=""remind.jpg""><br><i>to make someone remember something, or remember to do something</i><br>Every time we meet he reminds me about the money he lent me.",remind,ukremak010.mp3,remind.jpg
reminder<br>[sound:ukremak011.mp3],"思い出させるもの<br><img src=""reminder.jpg""><br><i>something that makes you remember something else</i><br>Her scars are a constant reminder of the attack.",reminder,ukremak011.mp3,reminder.jpg
remittance<br>[sound:epd32836.mp3],"【不可算名詞】送金.<br><img src=""remittance.jpg""><br><i>an amount of money that you send to someone:</i><br>She sends a small remittance home to her parents each month.",remittance,epd32836.mp3,remittance.jpg
remove<br>[sound:ukremor010.mp3],"～を取り除く, 除去する<br><img src=""paste-611a6bf5c05dec2a5d960a50549803a81a117139.jpg""><br><i>to take something away</i><br>An operation was needed to remove the bullets from his chest.",remove,ukremor010.mp3,paste-611a6bf5c05dec2a5d960a50549803a81a117139.jpg
remuneration<br>[sound:ukremor014.mp3],"[また a remuneration] 報酬，報償 〔for〕.<br><img src=""remuneration.jpg""><br><i>payment for work or services:</i><br>They demanded adequate remuneration for their work.",remuneration,ukremor014.mp3,remuneration.jpg
renovate<br>[sound:ukrenni003.mp3],"～を改装する, リフォームする<br><img src=""renovate.jpg""><br><i>to repair and decorate a building that is old and in bad condition</i><br>He renovates old houses and sells them at a profit.",renovate,ukrenni003.mp3,renovate.jpg
renovation<br>[sound:ukrenni004.mp3],"改装, 改築, 修繕<br><img src=""renovation.jpg""><br><i>the process of repairing and decorating a building that is old and in bad condition</i><br>The whole building was restored by order of Napoleon in 1814, and another thorough renovation was made more recently.",renovation,ukrenni004.mp3,renovation.jpg
rent<br>[sound:ukrenni007.mp3],"（～を）賃借する<br><img src=""rent.jpg""><br><i>to pay money to live in a building that someone else owns</i><br>He rents an apartment in the city.",rent,ukrenni007.mp3,rent.jpg
repair<br>[sound:ukrenni014.mp3],"～を修理する, 直す<br><img src=""repair.jpg""><br><i>to fix something that is broken or damaged</i><br>I must get my bike repaired.",repair,ukrenni014.mp3,repair.jpg
repayment<br>[sound:ukrenni023.mp3],"払い戻し，返済(金).<br><img src=""paste-d09018f3ef94511276dd46b76ac0003e201d1fb3.png""><br><i>the act of paying someone or something:</i><br>mortgage repayments",repayment,ukrenni023.mp3,paste-d09018f3ef94511276dd46b76ac0003e201d1fb3.png
repetitive<br>[sound:ukrepen009.mp3],"反復の多い，くどい.<br><img src=""repetitive.jpg""><br><i>involving doing or saying the same thing several times, especially in a way that is boring:</i><br>a repetitive job/task",repetitive,ukrepen009.mp3,repetitive.jpg
replace<br>[sound:ukrepen012.mp3],"代わりを見つける<br><img src=""replace.jpg""><br><i>to get something new because the one you had before has been lost or damaged</i><br>We'll have to replace this carpet soon.",replace,ukrepen012.mp3,replace.jpg
replacement<br>[sound:ukrepen014.mp3],"交換品, 代用品, 後継者<br><img src=""replacement.jpg""><br><i>a new thing or person in place of something or someone that was there before</i><br>It’s not going to be easy to find a replacement for you.",replacement,ukrepen014.mp3,replacement.jpg
report<br>[sound:ukrepen025.mp3],"報告, 説明<br><img src=""report.jpg""><br><i>a description of an event or situation</i><br>a police report",report,ukrepen025.mp3,report.jpg
represent<br>[sound:ukrepos006.mp3],"～を代弁する, 代表する<br><img src=""represent.jpg""><br><i>to officially speak for someone else because they have asked you to</i><br>The union represents over 200 employees.",represent,ukrepos006.mp3,represent.jpg
representative<br>[sound:ukcld01842.mp3],"代表者, 代理人<br><img src=""representative.jpg""><br><i>someone who speaks or does something officially for another person or organization</i><br>The firm has two representatives in every European City.",representative,ukcld01842.mp3,representative.jpg
request<br>[sound:ukrepro020.mp3],"依頼, 要請, リクエスト<br><img src=""request.jpg""><br><i>the act of asking for something</i><br>His doctor made an urgent request for a copy of the report.",request,ukrepro020.mp3,request.jpg
require<br>[sound:ukrepro022.mp3],"～を必要とする, 求める<br><img src=""require.jpg""><br><i>to need something</i><br>The job requires a high level of concentration.",require,ukrepro022.mp3,require.jpg
requirement<br>[sound:ukrepro023.mp3],"必要条件, 資格<br><img src=""paste-c02e7fe3f8fdd78176357f6b8724dc15a3942609.png""><br><i>something that is needed</i><br>college entrance requirements",requirement,ukrepro023.mp3,paste-c02e7fe3f8fdd78176357f6b8724dc15a3942609.png
reschedule<br>[sound:ukrerun003.mp3],"（予定など）を立て直す, 変更する<br><img src=""reschedule.jpg""><br><i>to agree a new and later date for something to happen</i><br>I rescheduled my doctor’s appointment for later in the week.",reschedule,ukrerun003.mp3,reschedule.jpg
rescue<br>[sound:ukrerun005.mp3],"～を救助する, 救出する, 助ける<br><img src=""rescue.jpg""><br><i>to save someone or something from a dangerous situation</i><br>Fifty passengers had to be rescued from a sinking ship.",rescue,ukrerun005.mp3,rescue.jpg
resemble<br>[sound:ukrerun011.mp3],"～に似ている, ～似である<br><img src=""resemble.jpg""><br><i>to look like or be like someone or something</i><br>She resembles her father.",resemble,ukrerun011.mp3,resemble.jpg
reservation<br>[sound:ukrerun017.mp3],"予約<br><img src=""paste-27ef4a27c90764523a98968c6541580485ec3d0c.jpg""><br><i>an arrangement that you make to have a seat on a plane, a room in a hotel, etc.</i><br>I’d like to make a reservation for Friday Evening.",reservation,ukrerun017.mp3,paste-27ef4a27c90764523a98968c6541580485ec3d0c.jpg
reserve<br>[sound:ukrerun018.mp3],"～を予約する<br><img src=""paste-543aeab5005e93c608d060fdfe28a6b943995cd3.png""><br><i>to arrange to have a seat on a plane, a room in a hotel, etc.</i><br>I’d like to reserve two seats on the 9.15 train to Glasgow.",reserve,ukrerun018.mp3,paste-543aeab5005e93c608d060fdfe28a6b943995cd3.png
resign<br>[sound:ukresid003.mp3],"辞職する, 辞任する<br><img src=""resign.jpg""><br><i>to officially tellur employer that you are leaving your job</i><br>Mr Aitken has resigned from the company.",resign,ukresid003.mp3,resign.jpg
resist<br>[sound:ukresid012.mp3],"（誘惑など）を退ける, 我慢する<br><img src=""resist.jpg""><br><i>to stop yourself from doing something that you want to do</i><br>I can't resist eating chocolate.",resist,ukresid012.mp3,resist.jpg
resolve<br>[sound:ukresid023.mp3],"（問題など）を解決する<br><img src=""resolve.jpg""><br><i>to solve or end a problem or difficulty</i><br>an attempt to resolve the dispute",resolve,ukresid023.mp3,resolve.jpg
respect<br>[sound:ukresou008.mp3],"礼儀正しさ, 丁寧さ<br><img src=""respect.jpg""><br><i>polite behaviour to someone, especially because the person is older or more important than you</i><br>You should show more respect for your parents.",respect,ukresou008.mp3,respect.jpg
respectable<br>[sound:ukresou010.mp3],"立派な, 尊敬すべき<br><img src=""respectable.jpg""><br><i>behaving well, in a way that most people think is right</i><br>a respectable family",respectable,ukresou010.mp3,respectable.jpg
respectful<br>[sound:ukresou014.mp3],"礼儀正しい, 丁寧な<br><img src=""respectful.jpg""><br><i>showing respect for someone or something</i><br>The children were polite and respectful.",respectful,ukresou014.mp3,respectful.jpg
respond<br>[sound:ukresou027.mp3],"答える, 返事する, 反応する<br><img src=""respond.jpg""><br><i>to answer someone or react to something</i><br>How quickly did the police respond to the call?",respond,ukresou027.mp3,respond.jpg
responsibility<br>[sound:ukresou030.mp3],"責任, 義務<br><img src=""responsibility.jpg""><br><i>something that it is your job or duty to do</i><br>It is your responsibility to make sure that the work is done on time.",responsibility,ukresou030.mp3,responsibility.jpg
responsible<br>[sound:ukrespo001.mp3],"責任がある, 義務を負った<br><img src=""paste-b7cf4d0bf7077ba1e51978b953991a5093eb608b.jpg""><br><i>having to do something as your duty</i><br>I’m responsible for organizing the conferences.",responsible,ukrespo001.mp3,paste-b7cf4d0bf7077ba1e51978b953991a5093eb608b.jpg
restore<br>[sound:ukrespo024.mp3],"～を修復する<br><img src=""restore.jpg""><br><i>to repair something old</i><br>to restore antiques",restore,ukrespo024.mp3,restore.jpg
restructure<br>[sound:ukrestr003.mp3],"〈…を〉構成[編成]し直す，作り直す.<br><img src=""restructure.jpg""><br><i>to organize a company, business, or system in a new way to make it operate more effectively:</i><br>The government restructured the coal industry before selling it to private owners.",restructure,ukrestr003.mp3,restructure.jpg
résumé<br>[sound:ukrestr009.mp3],"履歴書<br><img src=""résumé.jpg""><br><i>a document that describes your education and work experience</i><br>She gave us a brief résumé of the project so far.",résumé,ukrestr009.mp3,résumé.jpg
retail<br>[sound:ukrestr018.mp3],"小売り (⇔wholesale).<br><img src=""retail.jpg""><br><i>the activity of selling goods to the public, usually in shops:</i><br>The job is open to applicants with over two years experience in retail.",retail,ukrestr018.mp3,retail.jpg
retire<br>[sound:ukretar020.mp3],"退職する<br><img src=""retire.jpg""><br><i>to leave your job and stop working because you are old</i><br>She retired from the company in 2010.",retire,ukretar020.mp3,retire.jpg
retirement<br>[sound:ukretar023.mp3],"退職後の生活、余暇<br><img src=""retirement.jpg""><br><i>the period of your life after you have stopped working</i><br>We wish you a long and happy retirement.",retirement,ukretar023.mp3,retirement.jpg
review<br>[sound:ukrevie001.mp3],"書評, 論評<br><img src=""review.jpg""><br><i>a piece of writing in a newspaper that gives an opinion about a new book, movie, etc.</i><br>a book review",review,ukrevie001.mp3,review.jpg
revise<br>[sound:ukrevie004.mp3],"～を復習する, おさらいする<br><img src=""revise.jpg""><br><i>to study a subject again before you take a test</i><br>a revised edition of the book",revise,ukrevie004.mp3,revise.jpg
revised<br>[sound:ukrevie005.mp3],"～を改訂する<br><img src=""revised.jpg""><br><i>to change something so that it is more accurate</i><br>a revised edition of the book",revised,ukrevie005.mp3,revised.jpg
right away,"直ちに/今すぐ<br><img src=""paste-20c4a7885c46a74b96792c7b411b3e9f3645838e.png""><br><i>immediately</i><br>Do you want to start right away?",right away,,paste-20c4a7885c46a74b96792c7b411b3e9f3645838e.png
rival<br>[sound:ukripof021.mp3],"ライバル, 競争相手<br><img src=""rival.jpg""><br><i>someone or something that is competing against another person or thing</i><br>political rivals",rival,ukripof021.mp3,rival.jpg
roadside<br>[sound:ukrn___011.mp3],"道ばた，道路わき，路傍.<br><img src=""roadside.jpg""><br><i>the edge of a road:</i><br>The car pulled in at/by/on the roadside.",roadside,ukrn___011.mp3,roadside.jpg
roughly<br>[sound:ukrough003.mp3],"約～, おおよそ<br><img src=""390px-Roughly_carved_wooden_mask.jpg""><br><i>close to a particular number, although not exactly that number</i><br>There’s been an increase of roughly 30 percent since last year.",roughly,ukrough003.mp3,390px-Roughly_carved_wooden_mask.jpg
route<br>[sound:ukrooke012.mp3],"ルート, 道筋, 路線<br><img src=""index (1).png""><br><i>the roads you follow to get from one place to another place</i><br>Route 66",route,ukrooke012.mp3,index (1).png
runway<br>[sound:ukruns_005.mp3],"（飛行場の）滑走路<br><img src=""paste-6e7b2fd7ee6bc5f964d29299211d77656cd2cb74.jpg""><br><i>a long piece of ground that planes use to land on or to start flying from</i><br>When it finally started down the runway, she closed her eyes.",runway,ukruns_005.mp3,paste-6e7b2fd7ee6bc5f964d29299211d77656cd2cb74.jpg
salary<br>[sound:uksalaa010.mp3],"給料, 給与, 月給<br><img src=""salary.jpg""><br><i>the money that you get, usually every month, for working</i><br>an annual salary of £20,000",salary,uksalaa010.mp3,salary.jpg
sale<br>[sound:uksafek020.mp3],"セール, 特売<br><img src=""sale.jpg""><br><i>a time when a shop sells things for less money than usual</i><br>I bought this dress in the sale.",sale,uksafek020.mp3,sale.jpg
salvage<br>[sound:uksalti010.mp3],"海難救助 《海難にあった船舶や貨物の救助》.<br><img src=""salvage.jpg""><br><i>to save goods from damage or destruction, especially from a ship that has sunk or been damaged or a building that has been damaged by fire or a flood:</i><br>gold coins salvaged from a shipwreck",salvage,uksalti010.mp3,salvage.jpg
sample<br>[sound:uksalti030.mp3],"見本, サンプル<br><img src=""sample.jpg""><br><i>a small amount of something that shows you what it is like</i><br>She brought in some samples of her work.",sample,uksalti030.mp3,sample.jpg
satisfactory<br>[sound:uksatan016.mp3],"まあまあの, 必要は満たしている<br><img src=""satisfactory.jpg""><br><i>good enough</i><br>We hope to find a satisfactory solution to the problem.",satisfactory,uksatan016.mp3,satisfactory.jpg
satisfied<br>[sound:uksatan017.mp3],"満足した<br><img src=""satisfied.jpg""><br><i>pleased because you have got what you wanted</i><br>Are you satisfied with the new arrangement?",satisfied,uksatan017.mp3,satisfied.jpg
satisfy<br>[sound:uksatan018.mp3],"～を満足させる, （要求や条件などを）満たす<br><img src=""satisfy.jpg""><br><i>to please someone by giving them what they want</i><br>They sell 31 flavours of ice cream – enough to satisfy everyone!",satisfy,uksatan018.mp3,satisfy.jpg
save<br>[sound:uksauce016.mp3],"貯金する, お金をためる<br><img src=""paste-8c09ea5be283f03e24bcca3ee0bb13aa6104a51b.png""><br><i>to keep money so that you can buy something with it in the future</i><br>We've saved almost $900 for our wedding.",save,uksauce016.mp3,paste-8c09ea5be283f03e24bcca3ee0bb13aa6104a51b.png
scene<br>[sound:ukscarl019.mp3],"（映画や本などの）シーン<br><img src=""scene.jpg""><br><i>a short part of a movie, play, or book in which things happen in one place</i><br>a love scene",scene,ukscarl019.mp3,scene.jpg
scenery<br>[sound:ukscarl020.mp3],"（美しい）風景, 景色<br><img src=""6141111071_b2e95af221_q.jpg""><br><i>the attractive, natural things that you see in the countryside</i><br>beautiful/breathtaking/spectacular scenery",scenery,ukscarl020.mp3,6141111071_b2e95af221_q.jpg
schedule<br>[sound:uksched001.mp3],"（授業の）時間割<br><img src=""schedule.jpg""><br><i>a list of the times and days of classes at a school, college, university, etc.</i><br>a project schedule",schedule,uksched001.mp3,schedule.jpg
scrutinize<br>[sound:ukscrum009.mp3],"～を注意深く調べる, じろじろ見る<br><img src=""paste-8fed45956234033a1d2ee36af1b1b3fe3fe78545.png""><br><i>to examine something very carefully</i><br>The evidence was carefully scrutinized.",scrutinize,ukscrum009.mp3,paste-8fed45956234033a1d2ee36af1b1b3fe3fe78545.png
search engine<br>[sound:ukcld01273.mp3],"検索エンジン, サーチエンジン《() 検索を受けもつプログラム (2) それによるインターネット上の検索サービス》.<br><img src=""search-engine.jpg""><br><i>a computer program that finds information on the internet by looking for words that you have typed in</i>",search engine,ukcld01273.mp3,search-engine.jpg
secluded<br>[sound:ukseces003.mp3],"〈場所など〉引っ込んだ所にある，人里離れた.<br><img src=""secluded.jpg""><br><i>quiet, private, and not near people, roads, or buildings:</i><br>a secluded beach",secluded,ukseces003.mp3,secluded.jpg
secretarial<br>[sound:ukseces015.mp3],"秘書の<br><img src=""secretarial.jpg""><br><i>relating to the work of a secretary(= an office worker who typed letters, etc.)</i><br>secretarial skills",secretarial,ukseces015.mp3,secretarial.jpg
secretary<br>[sound:ukseces017.mp3],"秘書<br><img src=""secretary.jpg""><br><i>someone who works in an office, typing letters, answering the telephone, etc.</i><br>the Secretary of State",secretary,ukseces017.mp3,secretary.jpg
select<br>[sound:ukseek_026.mp3],"～を選ぶ, 選出する<br><img src=""select.jpg""><br><i>to choose someone or something</i><br>We've selected three candidates.",select,ukseek_026.mp3,select.jpg
selection<br>[sound:ukseek_027.mp3],"選ばれた人々, そろえた品, 選集<br><img src=""selection.jpg""><br><i>a group of people or things that has been chosen</i><br>We have a wide selection of furniture.",selection,ukseek_027.mp3,selection.jpg
selective<br>[sound:ukseek_028.mp3],"選択的な，選択眼のある.<br><img src=""selective.jpg""><br><i>intentionally choosing some things and not others:</i><br>As a teacher she was very selective, accepting only a small number of exceptionally gifted pupils.",selective,ukseek_028.mp3,selective.jpg
seminar<br>[sound:ukselfs023.mp3],"ゼミ, セミナー<br><img src=""seminar.jpg""><br><i>a meeting of a group of people with a teacher or expert for training, discussion, or study of a subject</i><br>I attended practically every lecture and seminar when I was a student.",seminar,ukselfs023.mp3,seminar.jpg
senior<br>[sound:uksen__012.mp3],"（役職が）上位の, 上級の<br><img src=""senior.jpg""><br><i>having a more important job or position than someone else</i><br>a senior executive",senior,uksen__012.mp3,senior.jpg
serious<br>[sound:ukseren014.mp3],"深刻な, 重大な<br><img src=""serious.jpg""><br><i>A serious problem or situation is bad and makes people worry.</i><br>a serious accident/illness",serious,ukseren014.mp3,serious.jpg
service<br>[sound:ukseren028.mp3],"業務<br><img src=""service.jpg""><br><i>a system that supplies something that people need</i><br>financial services",service,ukseren028.mp3,service.jpg
several<br>[sound:ukseven004.mp3],"いくつかの（someよりも多く、3～10くらいの数を指す場合が多い）<br><img src=""paste-17f3ceb9701283435b7d69db0c48a288928beea0.jpg""><br><i>some, but not a lot</i><br>Several people have complained about the scheme.",several,ukseven004.mp3,paste-17f3ceb9701283435b7d69db0c48a288928beea0.jpg
shape<br>[sound:ukshame017.mp3],"形<br><img src=""shape.jpg""><br><i>the physical form of something made by the line around its outer edge</i><br>a circular shape",shape,ukshame017.mp3,shape.jpg
sharp<br>[sound:ukshari007.mp3],"鋭い, 鋭利な<br><img src=""sharp.jpg""><br><i>having a very thin edge or point that can cut things</i><br>a sharp knife",sharp,ukshari007.mp3,sharp.jpg
shift<br>[sound:ukshelv015.mp3],"（交代制の）勤務時間, シフト<br><img src=""shift.jpg""><br><i>a period of work in a place such as a factory or hospital</i><br>a night shift",shift,ukshelv015.mp3,shift.jpg
shine<br>[sound:ukshine001.mp3],"（それ自体が光を発して）輝く, 光る<br><img src=""shine.jpg""><br><i>to make brightlight</i><br>The sun was shining brightly through the window.",shine,ukshine001.mp3,shine.jpg
shipment<br>[sound:ukshine019.mp3],"【不可算名詞】船積み; 輸送<br><img src=""shipment.jpg""><br><i>a large amount of goods sent together to a place, or the act of sending them:</i><br>A shipment of urgent medical supplies is expected to arrive very soon.",shipment,ukshine019.mp3,shipment.jpg
shipping<br>[sound:ukshine021.mp3],"[集合的に] 船舶; 船舶トン数.<br><img src=""shipping.jpg""><br><i>ships considered as a group:</i><br>This stretch of water is heavily used by shipping.",shipping,ukshine021.mp3,shipping.jpg
